100
0	0	0	0
1	0.000125	1	0.000125
2	0.0005	2	0.0005
3	0.001125	3	0.001125
4	0.002	4	0.002
5	0.003125	5	0.003125
6	0.0045	6	0.0045
7	0.006125	7	0.006125
8	0.008	8	0.008
9	0.010125	9	0.010125
10	0.0125	10	0.0125
11	0.015125	11	0.015125
12	0.018	12	0.018
13	0.021125	13	0.021125
14	0.0245	14	0.0245
15	0.028125	15	0.028125
16	0.032	16	0.032
17	0.036125	17	0.036125
18	0.0405	18	0.0405
19	0.045125	19	0.045125
20	0.05	20	0.05
21	0.055125	21	0.055125
22	0.0605	22	0.0605
23	0.066125	23	0.066125
24	0.072	24	0.072
25	0.078125	25	0.078125
26	0.0845	26	0.0845
27	0.091125	27	0.091125
28	0.098	28	0.098
29	0.105125	29	0.105125
30	0.1125	30	0.1125
31	0.120125	31	0.120125
32	0.128	32	0.128
33	0.136125	33	0.136125
34	0.1445	34	0.1445
35	0.153125	35	0.153125
36	0.162	36	0.162
37	0.171125	37	0.171125
38	0.1805	38	0.1805
39	0.190125	39	0.190125
40	0.2	40	0.2
41	0.210125	41	0.210125
42	0.2205	42	0.2205
43	0.231125	43	0.231125
44	0.242	44	0.242
45	0.253125	45	0.253125
46	0.2645	46	0.2645
47	0.276125	47	0.276125
48	0.288	48	0.288
49	0.300125	49	0.300125
50	0.3125	50	0.3125
51	0.325125	51	0.325125
52	0.338	52	0.338
53	0.351125	53	0.351125
54	0.3645	54	0.3645
55	0.378125	55	0.378125
56	0.392	56	0.392
57	0.406125	57	0.406125
58	0.4205	58	0.4205
59	0.435125	59	0.435125
60	0.45	60	0.45
61	0.465125	61	0.465125
62	0.4805	62	0.4805
63	0.496125	63	0.496125
64	0.512	64	0.512
65	0.528125	65	0.528125
66	0.5445	66	0.5445
67	0.561125	67	0.561125
68	0.578	68	0.578
69	0.595125	69	0.595125
70	0.6125	70	0.6125
71	0.630125	71	0.630125
72	0.648	72	0.648
73	0.666125	73	0.666125
74	0.6845	74	0.6845
75	0.703125	75	0.703125
76	0.722	76	0.722
77	0.741125	77	0.741125
78	0.7605	78	0.7605
79	0.780125	79	0.780125
80	0.8	80	0.8
81	0.820125	81	0.820125
82	0.8405	82	0.8405
83	0.861125	83	0.861125
84	0.882	84	0.882
85	0.903125	85	0.903125
86	0.9245	86	0.9245
87	0.946125	87	0.946125
88	0.968	88	0.968
89	0.990125	89	0.990125
90	1.0125	90	1.0125
91	1.035125	91	1.035125
92	1.058	92	1.058
93	1.081125	93	1.081125
94	1.1045	94	1.1045
95	1.128125	95	1.128125
96	1.152	96	1.152
97	1.176125	97	1.176125
98	1.2005	98	1.2005
99	1.225125	99	1.225125
100	1.25	100	1.25
