100
0	0	0	0
1	0.125	1	0.125
2	0.176776695	2	0.176776695
3	0.216506351	3	0.216506351
4	0.25	4	0.25
5	0.279508497	5	0.279508497
6	0.306186218	6	0.306186218
7	0.330718914	7	0.330718914
8	0.353553391	8	0.353553391
9	0.375	9	0.375
10	0.395284708	10	0.395284708
11	0.414578099	11	0.414578099
12	0.433012702	12	0.433012702
13	0.450693909	13	0.450693909
14	0.467707173	14	0.467707173
15	0.484122918	15	0.484122918
16	0.5	16	0.5
17	0.515388203	17	0.515388203
18	0.530330086	18	0.530330086
19	0.544862368	19	0.544862368
20	0.559016994	20	0.559016994
21	0.572821962	21	0.572821962
22	0.58630197	22	0.58630197
23	0.59947894	23	0.59947894
24	0.612372436	24	0.612372436
25	0.625	25	0.625
26	0.637377439	26	0.637377439
27	0.649519053	27	0.649519053
28	0.661437828	28	0.661437828
29	0.673145601	29	0.673145601
30	0.684653197	30	0.684653197
31	0.695970545	31	0.695970545
32	0.707106781	32	0.707106781
33	0.718070331	33	0.718070331
34	0.728868987	34	0.728868987
35	0.739509973	35	0.739509973
36	0.75	36	0.75
37	0.760345316	37	0.760345316
38	0.77055175	38	0.77055175
39	0.78062475	39	0.78062475
40	0.790569415	40	0.790569415
41	0.80039053	41	0.80039053
42	0.810092587	42	0.810092587
43	0.819679816	43	0.819679816
44	0.829156198	44	0.829156198
45	0.838525492	45	0.838525492
46	0.847791248	46	0.847791248
47	0.856956825	47	0.856956825
48	0.866025404	48	0.866025404
49	0.875	49	0.875
50	0.883883476	50	0.883883476
51	0.892678554	51	0.892678554
52	0.901387819	52	0.901387819
53	0.910013736	53	0.910013736
54	0.918558654	54	0.918558654
55	0.927024811	55	0.927024811
56	0.935414347	56	0.935414347
57	0.943729304	57	0.943729304
58	0.951971638	58	0.951971638
59	0.960143218	59	0.960143218
60	0.968245837	60	0.968245837
61	0.976281209	61	0.976281209
62	0.984250984	62	0.984250984
63	0.992156742	63	0.992156742
64	1	64	1
65	1.007782219	65	1.007782219
66	1.015504801	66	1.015504801
67	1.023169096	67	1.023169096
68	1.030776406	68	1.030776406
69	1.038327983	69	1.038327983
70	1.045825033	70	1.045825033
71	1.053268722	71	1.053268722
72	1.060660172	72	1.060660172
73	1.068000468	73	1.068000468
74	1.075290658	74	1.075290658
75	1.082531755	75	1.082531755
76	1.089724736	76	1.089724736
77	1.096870548	77	1.096870548
78	1.103970108	78	1.103970108
79	1.111024302	79	1.111024302
80	1.118033989	80	1.118033989
81	1.125	81	1.125
82	1.131923142	82	1.131923142
83	1.138804197	83	1.138804197
84	1.145643924	84	1.145643924
85	1.152443057	85	1.152443057
86	1.159202312	86	1.159202312
87	1.165922382	87	1.165922382
88	1.17260394	88	1.17260394
89	1.179247642	89	1.179247642
90	1.185854123	90	1.185854123
91	1.192424002	91	1.192424002
92	1.198957881	92	1.198957881
93	1.205456345	93	1.205456345
94	1.211919964	94	1.211919964
95	1.218349293	95	1.218349293
96	1.224744871	96	1.224744871
97	1.231107225	97	1.231107225
98	1.237436867	98	1.237436867
99	1.243734296	99	1.243734296
100	1.25	100	1.25
